id,baslik,url,metin,kitap_adi,yayin_yili,donem,metin_uzunluk,kelime_sayisi
39,Köpek Yalnızlığım Şiiri - Ümit Yaşar Oğu ...,https://www.antoloji.com/kopek-yalnizligim-siiri/,,,,Belirsiz,0,0
40,Sevgi Çıkmazı Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/sevgi-cikmazi-siiri/,,,,Belirsiz,0,0
41,Bana Bir Şarkı Söyle,https://www.antoloji.com/bana-bir-sarki-soyle-siiri/,,,,Belirsiz,0,0
42,Adak Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/adak-siiri/,,,,Belirsiz,0,0
43,Andıkça Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/andikca-siiri/,,,,Belirsiz,0,0
44,Her Gece Sen Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/her-gece-sen-siiri/,,,,Belirsiz,0,0
45,Aşk Şairi Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ask-sairi-siiri/,,,,Belirsiz,0,0
46,Abanoz Sokağı Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/abanoz-sokagi-siiri/,,,,Belirsiz,0,0
47,Dostlar Seni Unutur Mu,https://www.antoloji.com/dostlar-seni-unutur-mu-siiri/,,,,Belirsiz,0,0
48,Bir Gün Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/bir-gun-3-siiri/,,,,Belirsiz,0,0
49,A Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/a-3-siiri/,,,,Belirsiz,0,0
50,Zaman İçinde Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/zaman-icinde-siiri/,,,,Belirsiz,0,0
51,Üstüme Varma İstanbul,https://www.antoloji.com/ustume-varma-istanbul-siiri/,,,,Belirsiz,0,0
52,Ben Eylül Sen Haziran,https://www.antoloji.com/ben-eylul-sen-haziran-siiri/,,,,Belirsiz,0,0
53,Ayrılırken Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ayrilirken-siiri/,,,,Belirsiz,0,0
54,Anı Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ani-4-siiri/,,,,Belirsiz,0,0
55,Gerçekten Sevmek Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/gercekten-sevmek-siiri/,,,,Belirsiz,0,0
56,Aşktı O Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/askti-o-siiri/,,,,Belirsiz,0,0
57,Yokluğun Her Dakika Ölüm Demek Gitme Kal,https://www.antoloji.com/yoklugun-her-dakika-olum-demek-gitme-kal-siiri/,,,,Belirsiz,0,0
58,Bir Başka İstanbul Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/bir-baska-istanbul-siiri/,,,,Belirsiz,0,0
59,Ayrılık Günü Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ayrilik-gunu-siiri/,,,,Belirsiz,0,0
60,Arayış Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/arayis-siiri/,,,,Belirsiz,0,0
61,Bilir Misin Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/bilir-misin-3-siiri/,,,,Belirsiz,0,0
62,Aynalardan Uzakta Şiiri - Ümit Yaşar Oğu ...,https://www.antoloji.com/aynalardan-uzakta-siiri/,,,,Belirsiz,0,0
63,Bir Pınarsın İçilen Ama Hiç Kanılmayan,https://www.antoloji.com/bir-pinarsin-icilen-ama-hic-kanilmayan-siiri/,,,,Belirsiz,0,0
64,İstanbul Dedim de Seni Hatırladım,https://www.antoloji.com/istanbul-dedim-de-seni-hatirladim-siiri/,,,,Belirsiz,0,0
65,Aşkımızın Son Çarşambası,https://www.antoloji.com/askimizin-son-carsambasi-siiri/,,,,Belirsiz,0,0
66,Türk İnsanlığı Şiiri - Önder Karaçay,https://www.antoloji.com/turk-insanligi-siiri/,,E-Kitap,,Belirsiz,0,0
67,Yaşam İnsana Ektiğini Biçtirir,https://www.antoloji.com/yasam-insana-ektigini-bictirir-siiri/,,E-Kitap,,Belirsiz,0,0
68,Kutlu olsun Şiiri - Ahmet Arslan Hadimi,https://www.antoloji.com/kutlu-olsun-79-siiri/,,,,Belirsiz,0,0
69,Sensiz Şehirler Şiiri - Kudret Kobal,https://www.antoloji.com/sensiz-sehir-7-siiri/,,E-Kitap,,Belirsiz,0,0
70,Davet*,https://www.antoloji.com/davet-300-siiri/,,,,Belirsiz,0,0
71,Gözlerim Gözlerinde,https://www.antoloji.com/gozlerim-gozlerinde-siiri/,,,,Belirsiz,0,0
72,Farzet Ki Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/farzet-ki-siiri/,,,,Belirsiz,0,0
73,Bir Dost İçin Sone Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/bir-dost-icin-sone-siiri/,,,,Belirsiz,0,0
74,İş İşten Geçtikten Sonra,https://www.antoloji.com/is-isten-gectikten-sonra-siiri/,,,,Belirsiz,0,0
75,Ayten'in sonu Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ayten-in-sonu-siiri/,,,,Belirsiz,0,0
76,Ayna Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ayna-10-siiri/,,,,Belirsiz,0,0
77,Bir Gün Kapına Gelsem,https://www.antoloji.com/bir-gun-kapina-gelsem-siiri/,,,,Belirsiz,0,0
78,İspanyol Meyhanesi Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/ispanyol-meyhanesi-siiri/,,,,Belirsiz,0,0
79,Yaşayan Ölü Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/yasayan-olu-siiri/,,,,Belirsiz,0,0
80,Anılarda Yaşarken Şiiri - Ümit Yaşar Oğu ...,https://www.antoloji.com/anilarda-yasarken-siiri/,,,,Belirsiz,0,0
81,Donlara Destan Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/donlara-destan-siiri/,,,,Belirsiz,0,0
82,Aşka Dönüş Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/aska-donus-siiri/,,,,Belirsiz,0,0
83,Ağıt Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/agit-2-siiri/,,,,Belirsiz,0,0
84,Satılık Şiir Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/satilik-siir-siiri/,,,,Belirsiz,0,0
85,Açık Arttırma Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/acik-arttirma-siiri/,,,,Belirsiz,0,0
86,Ölüm Gelmişse Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/olum-gelmisse-siiri/,,,,Belirsiz,0,0
87,Belki Bir Gün Duyarsın Diye,https://www.antoloji.com/belki-bir-gun-duyarsin-diye-siiri/,,,,Belirsiz,0,0
88,Bir Ayrılık Gününde,https://www.antoloji.com/bir-ayrilik-gununde-siiri/,,,,Belirsiz,0,0
89,Beyaz Güvercin Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/beyaz-guvercin-siiri/,,,,Belirsiz,0,0
90,Senden Benden Önce Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/senden-benden-once-siiri/,,,,Belirsiz,0,0
91,Seninle Ölmek İstiyorum,https://www.antoloji.com/seninle-olmek-istiyorum-siiri/,,,,Belirsiz,0,0
92,İki Kişiye Bir Dünya (Senfonik Şiir),https://www.antoloji.com/iki-kisiye-bir-dunya-senfonik-siir-siiri/,,,,Belirsiz,0,0
93,İstanbul Neyin Nesi,https://www.antoloji.com/istanbul-neyin-nesi-siiri/,,,,Belirsiz,0,0
94,Rıhtımda Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/rihtimda-siiri/,,,,Belirsiz,0,0
95,Karanlığın Çağırışı,https://www.antoloji.com/karanligin-cagirisi-siiri/,,,,Belirsiz,0,0
96,Bir Ateşim Yanarım Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/bir-atesim-yanarim-siiri/,,,,Belirsiz,0,0
97,Çok Sevmek Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/cok-sevmek-siiri/,,,,Belirsiz,0,0
98,Ümitsiz Aşklar İçin,https://www.antoloji.com/umitsiz-asklar-icin-siiri/,,,,Belirsiz,0,0
99,Güzeldiniz Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/guzeldiniz-siiri/,,,,Belirsiz,0,0
100,Türkiye'miz Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/turkiye-miz-siiri/,,,,Belirsiz,0,0
101,Türk İnsanlığı Şiiri - Önder Karaçay,https://www.antoloji.com/turk-insanligi-siiri/,,E-Kitap,,Belirsiz,0,0
102,Yaşam İnsana Ektiğini Biçtirir,https://www.antoloji.com/yasam-insana-ektigini-bictirir-siiri/,,E-Kitap,,Belirsiz,0,0
103,Kutlu olsun Şiiri - Ahmet Arslan Hadimi,https://www.antoloji.com/kutlu-olsun-79-siiri/,,,,Belirsiz,0,0
104,Sensiz Şehirler Şiiri - Kudret Kobal,https://www.antoloji.com/sensiz-sehir-7-siiri/,,E-Kitap,,Belirsiz,0,0
105,Davet*,https://www.antoloji.com/davet-300-siiri/,,,,Belirsiz,0,0
106,Sana Bir Tanrı Getirdim,https://www.antoloji.com/sana-bir-tanri-getirdim-siiri/,,,,Belirsiz,0,0
107,Kadınlar İçin Sone Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/kadinlar-icin-sone-siiri/,,,,Belirsiz,0,0
108,Galata Kulesi Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/galata-kulesi-siiri/,,,,Belirsiz,0,0
109,Aşktan önce Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/asktan-once-siiri/,,,,Belirsiz,0,0
110,İnsan Bir Kere Ölür,https://www.antoloji.com/insan-bir-kere-olur-siiri/,,,,Belirsiz,0,0
111,Bildiğim Bir Şarkı Var,https://www.antoloji.com/bildigim-bir-sarki-var-siiri/,,,,Belirsiz,0,0
112,Bedri Rahmi Eyüboğlu,https://www.antoloji.com/bedri-rahmi-eyuboglu-siiri/,,,,Belirsiz,0,0
113,Bir Fotoğrafta Sen Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/bir-fotografta-sen-siiri/,,,,Belirsiz,0,0
114,İkinci Mektup Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ikinci-mektup-siiri/,,,,Belirsiz,0,0
115,Ne Zaman Ayrılık Saati Gelse,https://www.antoloji.com/ne-zaman-ayrilik-saati-gelse-siiri/,,,,Belirsiz,0,0
116,Bekleyen Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/bekleyen-3-siiri/,,,,Belirsiz,0,0
117,Diyebilseydim Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/diyebilseydim-siiri/,,,,Belirsiz,0,0
118,Çıkmaz Sokak Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/cikmaz-sokak-158-siiri/,,,,Belirsiz,0,0
119,Bir Yerde Ölüm Güzel Oluyor,https://www.antoloji.com/bir-yerde-olum-guzel-oluyor-siiri/,,,,Belirsiz,0,0
120,Ya Sensizlik Ölmekse,https://www.antoloji.com/ya-sensizlik-olmekse-siiri/,,,,Belirsiz,0,0
121,Vietnam'lı Bir Çocuk İçin Ağıt,https://www.antoloji.com/vietnam-li-bir-cocuk-icin-agit-siiri/,,,,Belirsiz,0,0
122,Tanrı Bile Ağlar Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/tanri-bile-aglar-siiri/,,,,Belirsiz,0,0
123,ben-sensiz-yasayamam,https://www.antoloji.com/ben-sensiz-yasayamam-siiri/,,,,Belirsiz,0,0
124,Benden Kurtulmak Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/benden-kurtulmak-siiri/,,,,Belirsiz,0,0
125,Çaresiz Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/caresiz-2-siiri/,,,,Belirsiz,0,0
126,Sen Aşk Nedir Bilmezdin,https://www.antoloji.com/sen-ask-nedir-bilmezdin-siiri/,,,,Belirsiz,0,0
127,Yaşanmamış Hatıralar,https://www.antoloji.com/yasanmamis-hatiralar-siiri/,,,,Belirsiz,0,0
128,Son Mektup Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/son-mektup-siiri/,,,,Belirsiz,0,0
129,Esmer Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/esmer-siiri/,,,,Belirsiz,0,0
130,Ahmet Muhip Dranas Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/ahmet-muhip-dranas-siiri/,,,,Belirsiz,0,0
131,Beyaz Gül Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/beyaz-gul-3-siiri/,,,,Belirsiz,0,0
132,Kadın Göğsü Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/kadin-gogsu-siiri/,,,,Belirsiz,0,0
133,Taş Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/tas-3-siiri/,,,,Belirsiz,0,0
134,Sen Orada Ben Burada,https://www.antoloji.com/sen-orada-ben-burada-siiri/,,,,Belirsiz,0,0
135,Seni Arıyorum Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/seni-ariyorum-siiri/,,,,Belirsiz,0,0
136,Türk İnsanlığı Şiiri - Önder Karaçay,https://www.antoloji.com/turk-insanligi-siiri/,,E-Kitap,,Belirsiz,0,0
137,Yaşam İnsana Ektiğini Biçtirir,https://www.antoloji.com/yasam-insana-ektigini-bictirir-siiri/,,E-Kitap,,Belirsiz,0,0
138,Kutlu olsun Şiiri - Ahmet Arslan Hadimi,https://www.antoloji.com/kutlu-olsun-79-siiri/,,,,Belirsiz,0,0
139,Sensiz Şehirler Şiiri - Kudret Kobal,https://www.antoloji.com/sensiz-sehir-7-siiri/,,E-Kitap,,Belirsiz,0,0
140,Davet*,https://www.antoloji.com/davet-300-siiri/,,,,Belirsiz,0,0
141,Dörtlükler (Rubailer),https://www.antoloji.com/dortlukler-rubailer-siiri/,,,,Belirsiz,0,0
142,Karanlık Deniz Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/karanlik-deniz-siiri/,,,,Belirsiz,0,0
143,Ayrılık Saatleri Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ayrilik-saatleri-siiri/,,,,Belirsiz,0,0
144,İnan Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/inan-3-siiri/,,,,Belirsiz,0,0
145,Pişmanlık Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/pismanlik-3-siiri/,,,,Belirsiz,0,0
146,Üzgün Değilim Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/uzgun-degilim-siiri/,,,,Belirsiz,0,0
147,İstanbul Yoktu Sen Olmasaydın,https://www.antoloji.com/istanbul-yoktu-sen-olmasaydin-siiri/,,,,Belirsiz,0,0
148,Sevgimin Yüceliğini Bilesin İstiyorum,https://www.antoloji.com/sevgimin-yuceligini-bilesin-istiyorum-siiri/,,,,Belirsiz,0,0
149,İmkansız Şeyler Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/imkansiz-seyler-siiri/,,,,Belirsiz,0,0
150,Kol Kola Gezdiğimiz Islak Gecelerde Kal,https://www.antoloji.com/kol-kola-gezdigimiz-islak-gecelerde-kal-siiri/,,,,Belirsiz,0,0
151,Ne Yapsam Neyleysem Ne Söylesem,https://www.antoloji.com/ne-yapsam-neyleysem-ne-soylesem-siiri/,,,,Belirsiz,0,0
152,Büyük Yalnızlık Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/buyuk-yalnizlik-siiri/,,,,Belirsiz,0,0
153,Serenad Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/serenad-3-siiri/,,,,Belirsiz,0,0
154,Seven Bir Kadın İçin Sone,https://www.antoloji.com/seven-bir-kadin-icin-sone-siiri/,,,,Belirsiz,0,0
155,Sevilmiş Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/sevilmis-siiri/,,,,Belirsiz,0,0
156,Senden Öncesi Yoktu,https://www.antoloji.com/senden-oncesi-yoktu-siiri/,,,,Belirsiz,0,0
157,Yalnızlığa Çağrı Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/yalnizliga-cagri-siiri/,,,,Belirsiz,0,0
158,Mektup - II Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/mektup-ii-siiri/,,,,Belirsiz,0,0
159,Soyunan Kadın Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/soyunan-kadin-siiri/,,,,Belirsiz,0,0
160,Denize Kavuşan Nehir,https://www.antoloji.com/denize-kavusan-nehir-siiri/,,,,Belirsiz,0,0
161,Temenni Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/temenni-3-siiri/,,,,Belirsiz,0,0
162,Paramparça İnsanlığımız,https://www.antoloji.com/paramparca-insanligimiz-siiri/,,,,Belirsiz,0,0
163,Benim Korkum Ölüm Değil,https://www.antoloji.com/benim-korkum-olum-degil-siiri/,,,,Belirsiz,0,0
164,Yoklukta Bir Adam Şiiri - Ümit Yaşar Oğu ...,https://www.antoloji.com/yoklukta-bir-adam-siiri/,,,,Belirsiz,0,0
165,Sensiz Olmak Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/sensiz-olmak-siiri/,,,,Belirsiz,0,0
166,Deniz Musikisi Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/deniz-musikisi-siiri/,,,,Belirsiz,0,0
167,Biz Kardeş Değiliz Şiiri - Ümit Yaşar Oğ ...,https://www.antoloji.com/biz-kardes-degiliz-siiri/,,,,Belirsiz,0,0
168,Senmisn Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/senmisn-siiri/,,,,Belirsiz,0,0
169,Yemin Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/yemin-3-siiri/,,,,Belirsiz,0,0
170,Gözlerde Sevişmek Şiiri - Ümit Yaşar Oğu ...,https://www.antoloji.com/gozlerde-sevismek-siiri/,,,,Belirsiz,0,0
171,Türk İnsanlığı Şiiri - Önder Karaçay,https://www.antoloji.com/turk-insanligi-siiri/,,E-Kitap,,Belirsiz,0,0
172,Yaşam İnsana Ektiğini Biçtirir,https://www.antoloji.com/yasam-insana-ektigini-bictirir-siiri/,,E-Kitap,,Belirsiz,0,0
173,Kutlu olsun Şiiri - Ahmet Arslan Hadimi,https://www.antoloji.com/kutlu-olsun-79-siiri/,,,,Belirsiz,0,0
174,Sensiz Şehirler Şiiri - Kudret Kobal,https://www.antoloji.com/sensiz-sehir-7-siiri/,,E-Kitap,,Belirsiz,0,0
175,Davet*,https://www.antoloji.com/davet-300-siiri/,,,,Belirsiz,0,0
176,Hiroşima Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/hirosima-siiri/,,,,Belirsiz,0,0
177,O Benim İşte Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/o-benim-iste-siiri/,,,,Belirsiz,0,0
178,Sevişmek Ayıp Değil,https://www.antoloji.com/sevismek-ayip-degil-siiri/,,,,Belirsiz,0,0
179,Islak Gül Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/islak-gul-siiri/,,,,Belirsiz,0,0
180,Bir Akşam Getir Bana,https://www.antoloji.com/bir-aksam-getir-bana-siiri/,,,,Belirsiz,0,0
181,İstanbul Yalnızlığı,https://www.antoloji.com/istanbul-yalnizligi-siiri/,,,,Belirsiz,0,0
182,Cahit Külebi Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/cahit-kulebi-siiri/,,,,Belirsiz,0,0
183,Batık Gemi Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/batik-gemi-siiri/,,,,Belirsiz,0,0
184,Sevdalar Böyle Başlar,https://www.antoloji.com/sevdalar-boyle-baslar-siiri/,,,,Belirsiz,0,0
185,İnsan Bir Yerde Kendini Bırakmalı,https://www.antoloji.com/insan-bir-yerde-kendini-birakmali-siiri/,,,,Belirsiz,0,0
186,Oğul Koşması Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/ogul-kosmasi-siiri/,,,,Belirsiz,0,0
187,Bu Şehir Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/bu-sehir-2-siiri/,,,,Belirsiz,0,0
188,Önce Ellerin Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/once-ellerin-siiri/,,,,Belirsiz,0,0
189,Yargılama Şiiri - Ümit Yaşar Oğuzcan,https://www.antoloji.com/yargilama-3-siiri/,,,,Belirsiz,0,0
190,Biraz Gelir Misiniz,https://www.antoloji.com/biraz-gelir-misiniz-siiri/,,,,Belirsiz,0,0
