id,baslik,url,metin,sair,kitap_adi,yayin_yili,donem,kelime_sayisi
100,Gerçekten Sevmek,https://www.antoloji.com/gercekten-sevmek-siiri/?siralama=p,"O durmadan kaçıyor;

sen ardından gitmiyorsan;

o günün her saatinde saklanıyor,

sen yollara düşüp deli divane aramıyorsan;

o sana acıların en büyüğünü tattırıyo

sen bundan en yüce hazzı duymuyorsan;

boşuna aldatma kendini,

onu sevmiyorsun demektir.

Elindeki içki kadehinde,

dudağındaki sigarada ,

okuduğun kitapta,

mırıldandığın şarkıda,

söylediğin şiirde,

gördüğün rüyada

ve yasaman için

ciğerlerine doldurduğun havada

o yoksa;

Onun vazgeçilmezliğini anlamamışsan;

onu sevmiyorsun demektir.

Renkler onunla değerlenmiyorsa,

örneğin onsuz kırmızı kırmızılığının,

mavi maviliğinin farkında değilse,

beyaz yalnız o giydiği zaman

güzelliğini haykırmıyorsa,

sabahları onu görünceye kadar

güneş doğmuyorsa

ve onsuz gökyüzü geceleri

aya, yıldızlara

hasret değilse

onu sevmiyorsun demektir.

Sokakta gördüğün her yüzde

ondan birşeyler aramıyorsan,

güzel bir manzara,

hüzünlü bir musiki onu hatırlatmıyorsa

uykudan uyandığın zaman

yasamakta olduğundan önce

onu hatırlamıyorsan,

omuzlarına dökülmüş sacları,

bir sis perdesinin ardında

her zaman gülen,

ışık saçan gözleri

aklına gelmiyorsa,

durup durup avuçlarının

sıcaklığını özlemiyorsan;

Onu sevmiyorsun demektir.

Dünyada yaşayan öteki insanların

senin için hala bir değeri varsa ,

ona karsı tutumunu

toplumun köhne ve manasız

kurallarına göre ayarlayorsan

ve açık açık

sanki var olduğunu haykırırcasına

sevgini söylemiyorsan;

Onu sevmiyorsun demektir.

Yok o senin için

herşeyden değerliyse,

gözünü yumduğun anda

onu görebiliyorsan,

o bütün şarkılarda,

bütün şiirlerde,

bütün resimlerde ise,

ona muhtaç olduğunu

söylemekten utanmıyorsan,

senin içten ve büyük sevgine

karşılık vermeyeceğinden

korkmuyorsan,

bütün bencil duygularından

sıyrılabilmişsen

onun için herşeyi,

ama herşeyi yapacak gücü

kendinde buluyorsan,

her hali sana

ayrı ayrı güzel geliyorsa,

karşısında kendini

bir çocuk gibi hissediyorsan,

istediği anda onun için

ölebileceksen,

onun için yaşıyorsan

ve yine onun için

bildiğin bilmediğin

bütün düşmanlıklara

karşı koyabileceksen,

o her geçen dakika

sende biraz daha büyüyorsa

ve kendi kendine bile

çok sevdiğini bütün

samimiyetinle,

inanmışlığınla

itiraf edebiliyorsan,

bir gün o seni hiç,

ama hiç sevmediğini söylese bile ,

senin sevginde azalma olmayacaksa

ve ölünceye kadar onu aşkların

en ölümsüzü ile sevebileceksen;

iste o zaman

onu seviyorsun demektir.

O sana sevmeyi,

gerçek aşkı öğretti.

Sen onu hep sevecek

ve sevilmenin mutluluğunu tattıracaksın.

O, hiç sen olmasan bile,

seni bir parça sevmese bile....

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 12.1.2001 17:44:00",,,,Belirsiz,334
101,Aşktı O,https://www.antoloji.com/askti-o-siiri/,"Aşktı o! Değiştiren tüm gecelerimi

Aşktı o! Beni durup yenileyen

Oydu, duygulu yapan hoyrat ellerimi

Oydu, dolu dizgin gidişime dur diyen
Bir bıçağın keskin yüzünde kan lekesiydim

Aşktı yine beni yıkayan, arıtan su

Böyle ak pak olacağımı bilir miydim? 

İçimde açmasaydı o sevmek duygusu
Ben bir tutsağım şimdi sevgiye, gönüllü

Çözmeyin ellerimi, zincirlerim kalsın

Görsün prangalarım o doğacak günü
Ve bu dünyaya aşk dolu şiirlerim kalsın

Seninle her yerde güzel, her zaman yeni

İstemem, sensiz hatırlamasınlar beni.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 16:47:00",,,,Belirsiz,85
102,Aşktı O,https://www.antoloji.com/askti-o-siiri/?siralama=p,"Aşktı o! Değiştiren tüm gecelerimi

Aşktı o! Beni durup yenileyen

Oydu, duygulu yapan hoyrat ellerimi

Oydu, dolu dizgin gidişime dur diyen
Bir bıçağın keskin yüzünde kan lekesiydim

Aşktı yine beni yıkayan, arıtan su

Böyle ak pak olacağımı bilir miydim? 

İçimde açmasaydı o sevmek duygusu
Ben bir tutsağım şimdi sevgiye, gönüllü

Çözmeyin ellerimi, zincirlerim kalsın

Görsün prangalarım o doğacak günü
Ve bu dünyaya aşk dolu şiirlerim kalsın

Seninle her yerde güzel, her zaman yeni

İstemem, sensiz hatırlamasınlar beni.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 16:47:00",,,,Belirsiz,85
103,Yokluğun Her Dakika Ölüm Demek Gitme Kal,https://www.antoloji.com/yoklugun-her-dakika-olum-demek-gitme-kal-siiri/,"Yokluğun her dakika ölüm demek gitme kal

Hasretim daha yüz yıl dinmeyecek gitme kal

Yetişir senden uzak yıllardır kahroldugum

Ayrılma hiç yanımdan mahşere dek gitme kal

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.8.2000 15:58:00",,,,Belirsiz,34
104,Yokluğun Her Dakika Ölüm Demek Gitme Kal,https://www.antoloji.com/yoklugun-her-dakika-olum-demek-gitme-kal-siiri/?siralama=p,"Yokluğun her dakika ölüm demek gitme kal

Hasretim daha yüz yıl dinmeyecek gitme kal

Yetişir senden uzak yıllardır kahroldugum

Ayrılma hiç yanımdan mahşere dek gitme kal

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 11.8.2000 15:58:00",,,,Belirsiz,34
105,Bir Başka İstanbul,https://www.antoloji.com/bir-baska-istanbul-siiri/,"Oturdum başka bir İstanbul düşündüm

Daha çok sen olan daha bir seninle

Yeşili daha yeşil, mavisi daha mavi

O, her şeyi daha güzel yapan ellerinle
Sildim bütün yıldızları gökyüzünden

Yerine gözlerini koydum, gözlerini

Serdim saçlarını üstüne İstanbul'un

Dudaklarının rengine boyadım her yerini
Şimdi İstanbul aydınlık, öyle pırıl pırıl

Estirdiğim senin kokundur denizlerden

Senin güzelliğinle süsledim bahçeleri
Seni İstanbul yaptım, İstanbul'u sen

Her sokağına şiirini yazdım satır satır

Şimdi bütün semtleri bu şehrin seni anlatır...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 18.11.2001 04:45:00",,,,Belirsiz,82
106,Bir Başka İstanbul,https://www.antoloji.com/bir-baska-istanbul-siiri/?siralama=p,"Oturdum başka bir İstanbul düşündüm

Daha çok sen olan daha bir seninle

Yeşili daha yeşil, mavisi daha mavi

O, her şeyi daha güzel yapan ellerinle
Sildim bütün yıldızları gökyüzünden

Yerine gözlerini koydum, gözlerini

Serdim saçlarını üstüne İstanbul'un

Dudaklarının rengine boyadım her yerini
Şimdi İstanbul aydınlık, öyle pırıl pırıl

Estirdiğim senin kokundur denizlerden

Senin güzelliğinle süsledim bahçeleri
Seni İstanbul yaptım, İstanbul'u sen

Her sokağına şiirini yazdım satır satır

Şimdi bütün semtleri bu şehrin seni anlatır...

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 18.11.2001 04:45:00",,,,Belirsiz,82
107,Ayrılık Günü,https://www.antoloji.com/ayrilik-gunu-siiri/,"Ben nice ayrılıklar gördüm ömrümce 

Kuşlar gördüm; kırılmış kolu, kanadı 

Ayrı düşmüş sevdiğinden kuşlar gördüm 

Hiç bir ayrılık bana bu kadar komadı 
Ayrılığın bir ağrıdır vurur şakalarımda 

Ve büyür gözlerimde bir okyanus kadar 

Derinden ses verir içimde bir tel 

Sonra, birdenbire kırılır, kopar 
Yeryüzü çekilir altından ayaklarımın 

Geçer başıma çöken bir tavan gibi gökyüzü 

Durmadan çalınır kulaklarımda 

Şarkıların en hüzünlüsü 
Seni alıp uzaklara giden otobüs 

Benim üzerimden geçer hışımla 

Devrilir, bakakalırım ardından 

Bir sel gibi akan gözyaşımda... 
Artık ne yapsam boş, teselliler faydasız 

Karanlık gitgide en derinlere çeker beni 

Çaresiz, bütün sokaklarında bu şehrin 

Böyle perişan beklerim dönmeni 
Dolaşır birbirine yorgun ayaklarım 

Ellerimi koyacak bir yer bulamam 

Nereye gitsem, en koyusu acıların 

Ne yana baksam, çıldırtan bir akşam 
İstesem ben bu ömrü, bu talihi istemem 

Böyle durup durup senden ayrılmak varsa 

Orada bir mezar kazılır benim için 

Ayrılığın nerede başlarsa.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 6.12.2001 22:36:00",,,,Belirsiz,148
108,Ayrılık Günü,https://www.antoloji.com/ayrilik-gunu-siiri/?siralama=p,"Ben nice ayrılıklar gördüm ömrümce 

Kuşlar gördüm; kırılmış kolu, kanadı 

Ayrı düşmüş sevdiğinden kuşlar gördüm 

Hiç bir ayrılık bana bu kadar komadı 
Ayrılığın bir ağrıdır vurur şakalarımda 

Ve büyür gözlerimde bir okyanus kadar 

Derinden ses verir içimde bir tel 

Sonra, birdenbire kırılır, kopar 
Yeryüzü çekilir altından ayaklarımın 

Geçer başıma çöken bir tavan gibi gökyüzü 

Durmadan çalınır kulaklarımda 

Şarkıların en hüzünlüsü 
Seni alıp uzaklara giden otobüs 

Benim üzerimden geçer hışımla 

Devrilir, bakakalırım ardından 

Bir sel gibi akan gözyaşımda... 
Artık ne yapsam boş, teselliler faydasız 

Karanlık gitgide en derinlere çeker beni 

Çaresiz, bütün sokaklarında bu şehrin 

Böyle perişan beklerim dönmeni 
Dolaşır birbirine yorgun ayaklarım 

Ellerimi koyacak bir yer bulamam 

Nereye gitsem, en koyusu acıların 

Ne yana baksam, çıldırtan bir akşam 
İstesem ben bu ömrü, bu talihi istemem 

Böyle durup durup senden ayrılmak varsa 

Orada bir mezar kazılır benim için 

Ayrılığın nerede başlarsa.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 6.12.2001 22:36:00",,,,Belirsiz,148
109,Arayış,https://www.antoloji.com/arayis-siiri/,"Bir taşzehir verin bana içeyim

Tek unutmak için acılarımı

Baksana; kırdılar kapılarımı

Yağmalandı kalbim, ömrüm, herselim

Kursuna dizdiler anılarımı

Yenik duştum bu savaşta neyleyim

Bir mezar nasılsa iste öyleyim

Unuttum en güzel şarkılarımı

Gündüzü yok upuzun bir geceyim

Yitirdim umut kırıntılarımı

Sevgimi, neşemi, bütün varımı

Çaresiz bir yokluğun içindeyim

Gömdüm içime yıkıntılarımı

Arıyor bir yarim öbür yarimi

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 16:38:00",,,,Belirsiz,65
110,Arayış,https://www.antoloji.com/arayis-siiri/?siralama=p,"Bir taşzehir verin bana içeyim

Tek unutmak için acılarımı

Baksana; kırdılar kapılarımı

Yağmalandı kalbim, ömrüm, herselim

Kursuna dizdiler anılarımı

Yenik duştum bu savaşta neyleyim

Bir mezar nasılsa iste öyleyim

Unuttum en güzel şarkılarımı

Gündüzü yok upuzun bir geceyim

Yitirdim umut kırıntılarımı

Sevgimi, neşemi, bütün varımı

Çaresiz bir yokluğun içindeyim

Gömdüm içime yıkıntılarımı

Arıyor bir yarim öbür yarimi

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 28.8.2000 16:38:00",,,,Belirsiz,65
111,Bilir Misin,https://www.antoloji.com/bilir-misin-3-siiri/,"Tam sınırdan kaçarken vurulmak nedir bilir misin? 

Nöbetçiler ha gördü, ha görecek

Parmaklarının ucu dikenli tellere değdi değecek...

Ama... Bir adım daha atamazsın.

Uzanıp tutamazsın; 

Göz pınarlarında donup kalır hayallerin

Planların, kaçışın, kurtuluşun

Ve deler sevgi dolu yüreğini

Sevgi bilmeyen bir kurşun.

Bir okyanus da boğulmak nedir bilir misin? 

Batan bir gemiye el sallayamamak, 

Oturup ağlayamamak, 

Birkaç kulaç ötedeki

Bir tahta parçasını tutamamak, 

Nedir bilir misin? 

Sevmek nedir bilir misin? 

Bir şeyler tutuşur yüreğinde kıpır kıpır

Bütün benliğini sarar, ısıtır.

Her gülüşte yeniden doğarsın

Ve bin kere ölürsün her iç çekişte

Nasıl anlatsam bilmem ki.

Yani 'sevmek' işte.

Duymak nedir bilir misin? 

Duymak, ama anlatamamak

Çemberini kıramamak kelimelerin.

Tam dilinin ucuna gelmişken söyleyememek

'Seviyorum' diyememek

Yani ölümü yaşamak nedir bilir misin?

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 26.5.2001 19:45:00",,,,Belirsiz,129
112,Bilir Misin,https://www.antoloji.com/bilir-misin-3-siiri/?siralama=p,"Tam sınırdan kaçarken vurulmak nedir bilir misin? 

Nöbetçiler ha gördü, ha görecek

Parmaklarının ucu dikenli tellere değdi değecek...

Ama... Bir adım daha atamazsın.

Uzanıp tutamazsın; 

Göz pınarlarında donup kalır hayallerin

Planların, kaçışın, kurtuluşun

Ve deler sevgi dolu yüreğini

Sevgi bilmeyen bir kurşun.

Bir okyanus da boğulmak nedir bilir misin? 

Batan bir gemiye el sallayamamak, 

Oturup ağlayamamak, 

Birkaç kulaç ötedeki

Bir tahta parçasını tutamamak, 

Nedir bilir misin? 

Sevmek nedir bilir misin? 

Bir şeyler tutuşur yüreğinde kıpır kıpır

Bütün benliğini sarar, ısıtır.

Her gülüşte yeniden doğarsın

Ve bin kere ölürsün her iç çekişte

Nasıl anlatsam bilmem ki.

Yani 'sevmek' işte.

Duymak nedir bilir misin? 

Duymak, ama anlatamamak

Çemberini kıramamak kelimelerin.

Tam dilinin ucuna gelmişken söyleyememek

'Seviyorum' diyememek

Yani ölümü yaşamak nedir bilir misin?

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 26.5.2001 19:45:00",,,,Belirsiz,129
113,Aynalardan Uzakta,https://www.antoloji.com/aynalardan-uzakta-siiri/,"Şimdi en açık renginde gözlerin

Şimdi benimlesin tüm kaygılardan uzak

Anlatılmaz bir şey var aramızda hazin

Şiir gibi bir şey seninle yaşamak
Bulutsuz bir gökyüzüdür güzelliğin

Yıldızların en parlak olduğu zamansın

Denizlerim senin kıyılarında sakin

Bırak ellerini avuçlarımda kalsın
Çirkin olan,fena olan ne varsa unut

Gözlerimin söylediği şarkıyı dinle

Ellerimizde sevgi içimizde umut

Bütün iyilikleri paylaşalım seninle
Aşkın büyülü sesini duyuyor musun

Şimdi onun gülleri açan güz bahçelerinde

Gitme ki günlerimiz gecelerimiz olsun

Çoban kulübelerinde balıkçı kahvelerinde
Varlığın dudaklarımda bir bal tadı

Yokluğun en korkuncu ölümlerin

Senden başka dindiren olmadı

Acısını içimde kanayan yerin
Benimle kal zaman bitinceye kadar

Benim ol yüzyıllar ve çağlar boyunca

Bir ömürdür seninle geçen dakikalar

Ölümden güçlüyüm sen yanımda olunca
Şimdi öyle büyük ki beraberliğimiz

Nabzın benim bileklerimde vurmakta

Artık bütün kaygıların ötesindeyiz

Benimle en güzelsin aynalardan uzakta

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 26.6.2000 19:33:00",,,,Belirsiz,141
114,Aynalardan Uzakta,https://www.antoloji.com/aynalardan-uzakta-siiri/?siralama=p,"Şimdi en açık renginde gözlerin

Şimdi benimlesin tüm kaygılardan uzak

Anlatılmaz bir şey var aramızda hazin

Şiir gibi bir şey seninle yaşamak
Bulutsuz bir gökyüzüdür güzelliğin

Yıldızların en parlak olduğu zamansın

Denizlerim senin kıyılarında sakin

Bırak ellerini avuçlarımda kalsın
Çirkin olan,fena olan ne varsa unut

Gözlerimin söylediği şarkıyı dinle

Ellerimizde sevgi içimizde umut

Bütün iyilikleri paylaşalım seninle
Aşkın büyülü sesini duyuyor musun

Şimdi onun gülleri açan güz bahçelerinde

Gitme ki günlerimiz gecelerimiz olsun

Çoban kulübelerinde balıkçı kahvelerinde
Varlığın dudaklarımda bir bal tadı

Yokluğun en korkuncu ölümlerin

Senden başka dindiren olmadı

Acısını içimde kanayan yerin
Benimle kal zaman bitinceye kadar

Benim ol yüzyıllar ve çağlar boyunca

Bir ömürdür seninle geçen dakikalar

Ölümden güçlüyüm sen yanımda olunca
Şimdi öyle büyük ki beraberliğimiz

Nabzın benim bileklerimde vurmakta

Artık bütün kaygıların ötesindeyiz

Benimle en güzelsin aynalardan uzakta

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 26.6.2000 19:33:00",,,,Belirsiz,141
115,Bir Pınarsın İçilen Ama Hiç Kanılmayan,https://www.antoloji.com/bir-pinarsin-icilen-ama-hic-kanilmayan-siiri/,"Bir pınarsın içilen ama hiç kanılmayan

Seveni yanıltmayan, sevince yanılmayan

Özlenen sen, özleyen sen, özleten sen

Varken doyulmayansın, yokken dayanılmayan

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 2.8.2001 21:15:00",,,,Belirsiz,28
116,Bir Pınarsın İçilen Ama Hiç Kanılmayan,https://www.antoloji.com/bir-pinarsin-icilen-ama-hic-kanilmayan-siiri/?siralama=p,"Bir pınarsın içilen ama hiç kanılmayan

Seveni yanıltmayan, sevince yanılmayan

Özlenen sen, özleyen sen, özleten sen

Varken doyulmayansın, yokken dayanılmayan

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 2.8.2001 21:15:00",,,,Belirsiz,28
117,İstanbul Dedim de Seni Hatırladım,https://www.antoloji.com/istanbul-dedim-de-seni-hatirladim-siiri/,"İşte İstanbul

yorgun şehir

işte canından bezmiş boğaz vapurları

kederli tramvaylar

ve Galata Köprüsü'nden

telaşlı insanlar geçmektedir

bir gizli sevinç mahzun gözbebeklerimde

eriyen bir sükun kaldırımlarda adım adım

işte İstanbul

İstanbul dedim de seni hatırladım.
Balıkçı tepsilerinde gümüş balıkları

tekir,barbunya,canım uskumru,levrek

işte İstanbul

kulaklarımda bir derin uğultu

hiç bitmeyecek

karşıda kızkulesi

gözleri yaşlı bir kadın gibi

ve minareler çaresizliğimizi haykırmakta Allah'a

caddelerinde başım dönüyordu

gecelerinde ağladım

İstanbul,o büyük şehir

o mahzun şehir

İstanbul dedim de seni hatırladım.
Boğaz içinden bir vapur geçer

benim aklımdan senin gözlerin geçiyordu

-Bebek, dediler indim

nereye baksam denizdi

mavi mavi bir hüzündü ayaklarımın altında

işte İstanbul

Haliç,

Çiçek Pasajı,

Beyoğlu...

Beyoğlu'nun daracık sokaklarında seni aradım.

İçim ürpertilerle dolu,amansız korkularla

İstanbul dedim de seni hatırladım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 13.8.2000 16:49:00",,,,Belirsiz,127
118,İstanbul Dedim de Seni Hatırladım,https://www.antoloji.com/istanbul-dedim-de-seni-hatirladim-siiri/?siralama=p,"İşte İstanbul

yorgun şehir

işte canından bezmiş boğaz vapurları

kederli tramvaylar

ve Galata Köprüsü'nden

telaşlı insanlar geçmektedir

bir gizli sevinç mahzun gözbebeklerimde

eriyen bir sükun kaldırımlarda adım adım

işte İstanbul

İstanbul dedim de seni hatırladım.
Balıkçı tepsilerinde gümüş balıkları

tekir,barbunya,canım uskumru,levrek

işte İstanbul

kulaklarımda bir derin uğultu

hiç bitmeyecek

karşıda kızkulesi

gözleri yaşlı bir kadın gibi

ve minareler çaresizliğimizi haykırmakta Allah'a

caddelerinde başım dönüyordu

gecelerinde ağladım

İstanbul,o büyük şehir

o mahzun şehir

İstanbul dedim de seni hatırladım.
Boğaz içinden bir vapur geçer

benim aklımdan senin gözlerin geçiyordu

-Bebek, dediler indim

nereye baksam denizdi

mavi mavi bir hüzündü ayaklarımın altında

işte İstanbul

Haliç,

Çiçek Pasajı,

Beyoğlu...

Beyoğlu'nun daracık sokaklarında seni aradım.

İçim ürpertilerle dolu,amansız korkularla

İstanbul dedim de seni hatırladım.

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 13.8.2000 16:49:00",,,,Belirsiz,127
119,Aşkımızın Son Çarşambası,https://www.antoloji.com/askimizin-son-carsambasi-siiri/,"Pazar

Pazartesi

Salı

Seni bir çarşamba günü

Terkedeceğim

Sonra başımı alıp

Perşembeye doğru gideceğim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.12.2001 04:20:00",,Aşkımızın Son Çarşambası,1955.0,Erken Dönem (1947–1962),22
120,Aşkımızın Son Çarşambası,https://www.antoloji.com/askimizin-son-carsambasi-siiri/?siralama=p,"Pazar

Pazartesi

Salı

Seni bir çarşamba günü

Terkedeceğim

Sonra başımı alıp

Perşembeye doğru gideceğim

 Ümit Yaşar Oğuzcan

Kayıt Tarihi : 16.12.2001 04:20:00",,Aşkımızın Son Çarşambası,1955.0,Erken Dönem (1947–1962),22
